id,Google Scholar,Scopus,Web of science,Авторы (Соавторы),ВАК,Вид деятельности,Вид достижения,Вклад %,Дата выдачи,Дата мероприятия,Дата публикации,Должность подписанта,Литературная ссылка,Место или степень,Место проведения,Место публикации,Наименование,Наименование мероприятия,Наименование статьи,Номер патента,Номер удостоверения,Подписант,РИНЦ,Ссылки на новости,Ступень,Уровень мероприятия,Уровень участия,awarded
1053,0,0,0,,0,спортивная,диплом,,,2026-01-17T19:00:00.000Z,,Исполнительный директор,,2.0,Тюмень,,,Первенство Уральского федерального округа в помещении среди юниорок до 23 лет,,,,Важенин М.В.,0,,,Региональный,,Да
1054,0,0,0,,0,общественная,благодарность,,,2026-01-26T19:00:00.000Z,,Руководитель Центра молодёжных инициатив ТюмГУ,,,Тюменский Государственный Университет,,,Социально значимые мероприятия ТюмГУ в период весеннего семестра 2024 -2025,,,,А.Конищева,0,,,Университетский,волонтёр,Да
1054,0,0,0,,0,общественная,благодарность,,,2026-01-26T19:00:00.000Z,,Руководитель Центра молодёжных инициатив ТюмГУ,,,Тюменский Государственный Университет,,,Социально значимые мероприятия ТюмГУ в период весеннего семестра 2024 -2025,,,,А.Конищева,0,,,Университетский,волонтёр,Да
1055,0,0,0,,0,спортивная,диплом,,,2026-01-18T19:00:00.000Z,,Исполнительный директор,,2.0,Тюмень,,,Первенство Уральского федерального округа в помещении среди юниорок до 23 лет,,,,Важенин М.В.,0,,,Региональный,,Да
1058,0,0,0,,0,учебная,диплом,,,2025-06-02T19:00:00.000Z,,"Ректор Государственного аграрного университета, кандидат биологических наук, доцент",,3.0,"""Государственный аграрный университет Северного Зауралья""",,,Университетская Олимпиада по английскому языку - 2025,,,,Бойко Е.Г,0,,,Университетский,,Нет
1059,0,0,0,,0,общественная,благодарность,,,2025-12-01T19:00:00.000Z,,Ректор Тюменского государственного университета,,,"Тюменская область, г. Тюмень",,,За активную жизненную позицию и личный вклад в развитие добровольческого движения в Тюменском государственном университете,,,,Романчук Иван Сергеевич ,0,,,Университетский,активный участник добровольческого движения,Да
1060,0,0,0,,0,общественная,благодарность,,,2026-01-26T19:00:00.000Z,,Руководитель Центра молодёжных инициатив ТюмГУ,,,Тюменский Государственный Университет,,,Социально значимые мероприятия ТюмГУ в осеннем семестре 2025-2026,,,,А.Конищева,0,,,Университетский,волонтёр,Да
1060,0,0,0,,0,общественная,благодарность,,,2026-01-26T19:00:00.000Z,,Руководитель Центра молодёжных инициатив ТюмГУ,,,Тюменский Государственный Университет,,,Социально значимые мероприятия ТюмГУ в осеннем семестре 2025-2026,,,,А.Конищева,0,,,Университетский,волонтёр,Да
1061,0,0,0,,0,спортивная,диплом,,,2025-07-24T19:00:00.000Z,,Министр,,1.0,Чебоксары,,,Первенство России среди юниоров и юниорок до 23 лет по легкой атлетике,,,,М.В. Дегтярев,0,,,Всероссийский,,Да
1062,0,0,0,,0,общественная,благодарность,,,2025-11-19T19:00:00.000Z,,Руководитель центра добровольцев управления молодёжной политики Тюменского государственного университета,,,"Тюменская область, г. Тюмень",,,За личный вклад в подготовку и организацию Фестиваля «Добрый день»,,,,Ошуркова Евгения Яковлевна ,0,,,Региональный,организатор,Да
1063,0,0,0,,0,общественная,благодарность,,,2025-04-28T19:00:00.000Z,,Проректор по воспитательной работе ТюмГУ,,,Тюмень,,,"Патриотическая акция""Эхо победы"", приуроченная к 80-й годовщине Победы в Велико Отечественной войне",,,,О.А.Загвязинская,0,,,Университетский,участие в танцевальной постановке в качестве исполнителя,Нет
1064,0,0,0,,0,спортивная,диплом,,,2025-09-16T19:00:00.000Z,,Ректор ТюмГу,,2.0,Тюмень,,,"Праздничный забег, посвященный 95-летию ТюмГу, среди женщин на дистанции 1930 метров",,,,Иван Романчук,0,https://vk.ru/wall-5278698_5751,,Университетский,,Да
1065,0,0,0,,0,общественная,благодарность,,,2025-09-24T19:00:00.000Z,,Руководитель центра добровольцев управления молодёжной политики Тюменского государственного университета,,,"Тюменская область, г. Тюмень, ул. Красина 19",,,«за личный вклад в подготовку и проведение программы добровольческих объединений ТюмГУ на осеннем UTMN FEST 2025»,,,,Ошуркова Евгения Яковлевна ,0,,,Университетский,волонтер,Да
1066,0,0,0,,0,общественная,благодарность,,,2025-12-04T19:00:00.000Z,,"Первый Вице-президент ""ОПОРЫ РОССИИ"", Генеральный директор СПКФР Член Правления РСПП",,,г. Тюмень,,,"Федеральный форум ""День развития карьеры и профессионального предпринимательского образования ""Кадры решают всё""",,,,"Омаров Э.З., Маштакеева Д.К.",0,https://vk.com/wall-206153631_1605,,Всероссийский,волонтер,Да
1071,0,0,0,,0,общественная,благодарность,,,2025-11-06T19:00:00.000Z,,Руководитель проекта Международный женский управленческий форум «Точка роста»,,,"Тюменская область, г. Тюмень",,,За помощь в организации и проведении „Международного женского управленческого форума «Точка роста,,,,Прохорова Татьяна Сергеевна,0,,,Международный,руководитель волонтеров,Да
1072,0,0,0,,0,общественная,благодарность,,,2025-09-24T19:00:00.000Z,,Руководитель центра добровольцев управления молодёжной политики,,,Тюмень,,,осенний UTMN FEST 2025,,,,Ошуркова Е.Я,0,,,Университетский,волонтер,Нет
1075,0,0,0,,0,общественная,благодарность,,,2025-05-17T19:00:00.000Z,,Руководитель регионального отделения Всероссийского общественного движения «Волонтёры культуры» Тюменской области,,,"Тюменская область, г. Тюмень Музейный комплекс им. И. Я. Словцова",,,За помощь в организации Всероссийской акции „Ночь музеев – 2025“ на базе Музейного комплекса им. И. Я. Словцова,,,,Киселёва Мария Алексеевна,0,,,Всероссийский,волонтер,Да
1078,0,0,0,,0,общественная,благодарность,,,2025-12-21T19:00:00.000Z,,"Руководитель группы молодежных проектов,начальник управления молодежной политики",,,Тюмень,,,"""Квест""Река Времени""",,,,Д.Ю.Степанчук,0,,,Университетский,участие в экскурсиях в качестве исполнителя,Нет
1079,0,0,0,"Садохина Анастасия Владимировна, Саитова Анна Артемовна",0,научно-исследовательская,научная статья,50.0,,,2025-03-21T19:00:00.000Z,,"Садохина, А. В. Роль китайских глобальных и эко-городов в достижении целей устойчивого развития ООН на примере Шанхая и Сино-Сингапур Тяньцзиня / А. А. Саитова, А. В. Садохина // Парадипломатия и устойчивое развитие : сборник материалов Всероссийской научно-практической конференции с международным участием, г. Тюмень, 22 марта 2025 г. / Министерство науки и высшего образования Российской Федерации, Тюменский государственный университет, Институт социально-гуманитарных наук [и др.] ; отв. ред. Г. Ф. Суфиянова. — Тюмень : ТюмГУ-Press, 2026. — С. 218–229.",,,ТюмГУ-Press,,,Роль китайских глобальных и эко-городов в достижении целей устойчивого развития ООН на примере Шанхая и Сино-Сингапур Тяньцзиня,,,,1,,,<NULL>,,Нет
1080,0,0,0,,0,общественная,благодарность,,,2025-10-04T19:00:00.000Z,,Организатор городского трейлового забега,,,"Тюменская область, г. Тюмень",,,За личный вклад в подготовку и проведение первого трейлового забега «Чистые пруды 2025»,,,,Черепанов Алексей Юрьевич; Парфенова Марина Владимировна,0,,,Муниципальный,волонтер,Да
1081,0,0,0,Москвина А.А.,0,научно-исследовательская,научная статья,100.0,,,2025-05-15T19:00:00.000Z,,"Использование метода драматизации при обучении школьников английскому языку / А.А. Москвина // VIII Всероссийской научно-практической конференции ""Образование России и актуальные вопросы современной науки"".- Пенза, 2025. - С. 242-245.",,,"Сборник статей VIII Всероссийской научно-практической конференции ""Образование России и актуальные вопросы современной науки"" г.Пенза 2025",,,Использование метода драматизации при обучении школьников английскому языку,,,,1,,,<NULL>,,Да
1083,0,0,0,"Прощенко Алексей Александрович, Шенгелия Давид Юзаевич",0,научно-исследовательская,научная статья,50.0,,,2025-04-23T19:00:00.000Z,,https://www.elibrary.ru/item.asp?id=82747617,,,"МАТЕМАТИЧЕСКОЕ И ИНФОРМАЦИОННОЕ МОДЕЛИРОВАНИЕ, материалы Всероссийской конференции молодых ученых. Тюмень, 2025",,,"РАЗРАБОТКА СИСТЕМЫ УЧЕТА КЕРНОВЫХ ОБРАЗЦОВ С ИСПОЛЬЗОВАНИЕМ ТЕХНОЛОГИЙ КОМПЬЮТЕРНОГО ЗРЕНИЯ ДЛЯ ЛАБОРАТОРИИ ПЕТРОФИЗИЧЕСКИХ ИССЛЕДОВАНИЙ КЕРНА ООО ""НОВАТЭК НТЦ""",,,,1,,,<NULL>,,Нет
1084,0,0,0,,0,общественная,благодарность,,,2025-12-21T19:00:00.000Z,,Директор Школы естественных наук ТюмГУ,,,Тюмень,,,детский утренник для детей студентов и сотрудников ТюмГУ,,,,А.В.Елышев,0,,,Университетский,волонтер,Нет
1085,0,0,0,,0,общественная,благодарность,,,2025-09-27T19:00:00.000Z,,Директор АНО «Агентство развития массового спорта»,,,"Тюменская область, г. Тюмень",,,За личный вклад в организацию и проведение Тюменского марафона „Врата Сибири“ 2025 г,,,,Берестовский Роман Владимирович ,0,,,Международный,тимлид,Да
1088,0,0,0,,0,общественная,благодарность,,,2025-08-31T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики ТюмГУ",,,"Тюменская область, г. Тюмень",,,За помощь в организации торжественного мероприятия «День знаний ТюмГУ 2025»,,,,Степанчук Денис Юрьевич,0,,,Университетский,волонтер,Да
1090,0,0,0,,0,общественная,благодарность,,,2025-12-24T19:00:00.000Z,,Заместитель директора Школы права и управления по молодежной политике и воспитательной работе,,,Тюмень,,,Вручение благодарностей за волонтерскую деятельность,,,,М.А.Альмухаметова ,0,,,Университетский,была публично отмечена благодарностью за заинтересованность и значимый вклад в волонтерской деятельность,Нет
1092,0,0,0,,0,учебная,грамота,,,2025-11-19T19:00:00.000Z,,"Директор ШКН, проректор",,8.0,"Тюмень, ул. Республики 9",,,"Всероссийский студенческий турнир ""МедиаБитва""",,,,Вдовин Е.П.,0,,,Университетский,,Нет
1093,0,0,0,,0,общественная,благодарность,,,2025-09-19T19:00:00.000Z,,Директор департамента по спорту и молодёжной политике Администрации города Тюмени,,,"Тюменская область, г. Тюмень",,,За оказание содействия в проведении первого экологического фестиваля «Чистые игры»,,,,Фабричников Дмитрий Анатольевич,0,,,Муниципальный,волонтёр,Да
1094,0,0,0,"И.М. Кунгурова, П.О. Сухова, В.А. Третьяков, В.А. Воронин, Д.М. Воронина",1,научно-исследовательская,научная статья,20.0,,,2026-01-18T19:00:00.000Z,,"Компьютерная ролевая игра как средство развития умений иноязычной диалогической речи у учащихся 7 класса по теме «Казачество» (на примере игры «Тарас Бульба: Запорожская Сечь») / И.М. Кунгурова, П.О. Сухова, В.А. Третьяков, В.А. Воронин, Д.М. Воронина // Казачество. – 2025. – № 89. – С. 196-206.",,,Альманах Казачество,,,"Компьютерная ролевая игра как средство развития умений иноязычной диалогической речи у учащихся 7 класса по теме «Казачество» (на примере игры «Тарас Бульба: Запорожская Сечь») / И.М. Кунгурова, П.О. Сухова, В.А. Третьяков, В.А. Воронин, Д.М. Воронина // Казачество. – 2025. – № 89. – С. 196-206.",,,,1,,,<NULL>,,Да
1096,0,0,0,,0,общественная,благодарность,,,2025-10-31T19:00:00.000Z,,"Руководитель регионального отделения Всероссийского общественного движения ""Волонтеры культуры"" Тюменской области",,,г. Тюмень,,,"Всероссийская акция ""Ночь искусств"" 2025",,,,Киселева М.А.,0,https://dobro.ru/event/11364024?utm_source=dobroru&utm_medium=organic&utm_campaign=pagerepost&utm_content=event,,Муниципальный,волонтер,Да
1097,0,0,0,,0,учебная,две сессии подряд закрыты на отлично,,,,,,,,,,,,,,,,0,,,<NULL>,,Нет
1098,0,0,0,"Чакуста Алина Ивановна, Османова Айсель Мардан Кызы, Ужахова Лейла Магомедовна",0,научно-исследовательская,научная статья,45.0,,,2026-02-01T19:00:00.000Z,,https://www.elibrary.ru/item.asp?id=83132768&pff=1,,,"Научная электронная библиотека, сборник статей VI Всероссийской научно-практической конференции ""БРЕНД-МЕНЕДЖМЕНТ ПРОСТРАНСТВ: ВЫЗОВЫ, ТЕХНОЛОГИИ, УСТОЙЧИВОЕ РАЗВИТИЕ""",,,Влияние корпоративной культуры на HR-бренд компании,,,,0,,,<NULL>,,Нет
1100,0,0,0,,0,общественная,благодарность,,,2025-03-22T19:00:00.000Z,,Руководитель регионального отделения Всероссийского общественного движения «Волонтёры культуры» Тюменской области,,,"Тюменская область, г. Тюмень",,, За помощь в организации Первого международного студенческого фестиваля «Галактика» от Тюменского индустриального университета,,,,Киселёва Мария Алексеевна,0,,,Международный,волонтёр,Да
1102,0,0,0,,0,общественная,благодарность,,,2025-10-17T19:00:00.000Z,,"Директор образовательной выставки ""Навигатор поступления""",,,г. Тюмень,,,"Образовательная выставка ""Навигатор поступления"" ",,,,Орлов Е.С.,0,https://dobro.ru/event/11373908,,Муниципальный,волонтер навигации,Да
1103,0,0,0,,0,общественная,благодарность,,,2025-06-21T19:00:00.000Z,,Организаторы международной патриотической акции,,,"Тюменская область, г. Тюмень",,,За участие в международной акции «Огненные картины войны» в Тюмени,,,,Оргкомитет международной акции «Огненные картины войны»,0,,,Международный,волонтёр,Да
1104,0,0,0,"Бажина Ирина Владимировна, Иванов Константин Сергеевич",0,научно-исследовательская,научная статья,70.0,,,2025-05-14T19:00:00.000Z,,"Бажина И. В., Иванов К. С. Военно-экономический потенциал СССР накануне Великой Отечественной войны 1941-1945 гг. // Электронный сборник материалов Всероссийской научно-практической конференции «80 лет Победы в Великой Отечественной войне». – Ишим: ИПИ им. П.П. Ершова (филиал) ТюмГУ, 2025. – С. 13-18.",,,ИПИ им. П.П. Ершова (филиал) ТюмГУ,,,Военно-экономический потенциал СССр накануне Великой Отечественной войны 1941-1945 гг.,,,,1,,,<NULL>,,Да
1105,0,0,0,"Кунгурова И.М., Третьяков В.А., Сухова П.О. ",0,научно-исследовательская,научная статья,30.0,,,2025-11-16T19:00:00.000Z,,"Кунгурова И.М., Третьяков В.А., Сухова П.О. Развитие олимпиадного движения в ИПИ им. П.П. Ершова (филиале) ТюмГУ (на примере Всероссийской олимпиады по истории казачества) // XII Рождественские чтения : Просвещение и нравственность: формирование личности и вызовы времени: межвуз. сборник научно-метод. статей / под ред. Г. В. Сильченко. – Ишим : Изд-во ИПИ им. П.П. Ершова (филиала) ТюмГУ, 2025. – С. 197-201.",,,XII Рождественские чтения,,,"Кунгурова И.М., Третьяков В.А., Сухова П.О. Развитие олимпиадного движения в ИПИ им. П.П. Ершова (филиале) ТюмГУ (на примере Всероссийской олимпиады по истории казачества) // XII Рождественские чтения : Просвещение и нравственность: формирование личности и вызовы времени: межвуз. сборник научно-метод. статей / под ред. Г. В. Сильченко. – Ишим : Изд-во ИПИ им. П.П. Ершова (филиала) ТюмГУ, 2025. – С. 197-201.",,,,1,,,<NULL>,,Да
1106,0,0,0,,0,общественная,благодарность,,,2025-05-02T19:00:00.000Z,,Директор ГАУ ДО ТО «Дворец творчества и спорта „Пионер“»,,,"Тюменская область, г. Тюмень",,,За оказание содействия в «Зональных выездах: начальная школа проектирования» в рамках Областной школы социального проектирования «#ТВОРИТЬДОБРОПРОСТО»,,,,Тужик Николай Иванович,0,,,Региональный,волонтёр,Да
1107,0,0,0,,0,общественная,благодарность,,,2025-09-12T19:00:00.000Z,,Председатель Федерации спортивного туризма Тюменской области,,,село Успенка,,,"XXXI Фестиваль туристов и путешественников ""Одиссея""",,,,Черепанов А.Ю.,0,https://vk.com/wall-44907000_318,,Региональный,волонтёр,Да
1108,0,0,0,,0,общественная,благодарность,,,2025-02-09T19:00:00.000Z,,Заместитель директора по научной работе; председатель студенческого научного общества ИГиП ТюмГУ,,,"Тюменская область, г. Тюмень",,,За помощь в проведении III Всероссийского фестиваля науки «LAW SCHOOL FEST»,,,,Иванова Лилия Викторовна; Зайнулина Алина Саматовна,0,,,Всероссийский,волонтёр,Да
1109,0,0,0,,0,общественная,благодарность,,,2025-04-18T19:00:00.000Z,,"Директор Института государства и права, проректор Тюменского государственного университета",,,"Тюменская область, г. Тюмень",,,За активное содействие в проведении профориентационного мероприятия «День открытых дверей Института государства и права» в Тюменском государственном университете,,,,Зенин Сергей Сергеевич,0,,,Университетский,волонтёр,Да
1110,0,0,0,,0,общественная,благодарность,,,2025-12-06T19:00:00.000Z,,Президент фонда поддержки спорта,,,село Кулаково,,,"Зимний трейловый забег ""Кипрея Trail 2025""",,,,Потапов А.В.,0,,,Региональный,волонтёр,Да
1111,0,0,0,,0,общественная,благодарность,,,2025-10-10T19:00:00.000Z,,Председатель совета Тюменского отделения РИО,,,г. Тюмень,,,Четвертый Национальный форум преподавателей истории,,,,Шилов С.П.,0,"Четвертого  Национального форума преподавателей истории, проходившего в г. Тюмени  10 - 11 октября 2025 г. на базе Тюменского государственного университета и ",,Всероссийский,волонтер навигации,Да
1112,0,0,0,,0,общественная,благодарность,,,2025-05-22T19:00:00.000Z,,"Директор Института государства и права, проректор Тюменского государственного университета",,,"Тюменская область, г. Тюмень",,,За активное участие в проведении IV Всероссийского форума историков права «Историческое просвещение и юридическое образование в фокусе историко-правовой науки»,,,,Зенин Сергей Сергеевич,0,,,Всероссийский,волонтёр,Да
1113,0,0,0,,0,общественная,благодарность,,,2025-05-06T19:00:00.000Z,,Проректор по воспитательной работе,,,"Тюмень, ул. Республики 9",,,"Образовательный спектакль ""Фронтовичка""",,,,Загвязинская О.А.,0,,,Муниципальный,волонтёр,Да
1114,0,0,0,,0,общественная,благодарность,,,2025-03-09T19:00:00.000Z,,Руководитель центра добровольцев управления молодёжной политики Тюменского государственного университета,,,"Тюменская область, г. Тюмень",,,За личный вклад в развитие студенческого объединения «Лига добровольцев» и помощь в организации площадки на UTMN FEST 2025,,,,Ошуркова Евгения Яковлевна ,0,,,Университетский,волонтёр,Да
1115,0,0,0,,0,общественная,благодарность,,,2025-11-28T19:00:00.000Z,,Директор Школы естественных наук ФГАОУ ВО «Тюменский государственный университет»,,,"г. Тюмень, Школа Естественных Наук ФГАОУ ВО «Тюменский государственный университет» (ул. Перекопская, 15а)",,,Традиционный региональный турнир Кубок ШЕН по физике для старшеклассников,,,,Елышев А.В.,0,,,Региональный,волонтер - ласточка,Да
1116,0,0,0,,0,общественная,благодарность,,,2025-10-09T19:00:00.000Z,,Депутат Тюменской городской Думы,,,"Тюменская область, г. Тюмень",,,За значительный личный вклад в благоустройство города Тюмени,,,,Романчук Иван Сергеевич ,0,,,Муниципальный,участник,Да
1117,0,0,0,,0,общественная,благодарность,,,2025-11-15T19:00:00.000Z,,Руководитель Центра по работе с общежитиями управления молодёжной политики ТюмГУ,,,"Тюмень, ул. Перекопская 15а",,,"Серия адаптационных мероприятий для обучающихся, проживающих в общежитиях ТюмГУ",,,,Стрюкова О.Н.,0,https://vk.com/wall-162733632_1314,,Университетский,волонтёр/организатор,Да
1118,0,0,0,,0,общественная,благодарность,,,2025-06-13T19:00:00.000Z,,Руководитель форума «ВМЕСТЕ»,,,"Тюменская область, г. Тюмень",,,За помощь в организации Форума для детей и родителей «ВМЕСТЕ» 2025 в качестве волонтёра,,,,Федосеева Екатерина — руководитель форума; Самойлова Анна — куратор волонтёров; Хакимов Наиль Рафисович — исполнительный директор ТюмРО «Опора России»,0,,,Муниципальный,волонтёр,Да
1119,0,0,0,,0,спортивная,награда,,,2024-05-07T19:00:00.000Z,,Министр,,,г. Москва ,,,Всероссийские соревнования ,,,,М.В.Дегтярев,0,https://storage.minsport.gov.ru/cms-uploads/cms/106_ng_MS_cef7a6d2f2.pdf,,Всероссийский,,Да
1120,0,0,0,,0,общественная,благодарность,,,2025-05-14T19:00:00.000Z,,"Директор Института государства и права, проректор Тюменского государственного университета",,,"Тюменская область, г. Тюмень",,,За помощь в проведении IV Международного молодёжного юридического форума «Law Afterknown: Право за гранью обыденного»,,,,Зенин Сергей Сергеевич,0,,,Международный,волонтёр,Да
1121,0,0,0,,0,общественная,благодарность,,,2025-10-20T19:00:00.000Z,,Директор образовательной выставки «Навигатор поступления»,,,"Тюменская область, г. Тюмень",,,За эффективное участие в проекте «Навигатор поступления 2025» в г. Тюмень,,,,Орлов Евгений Сергеевич,0,,,Региональный,волонтёр,Да
1122,0,0,0,,0,общественная,благодарность,,,2025-10-15T19:00:00.000Z,,"Директор Школы права и управления, проректор Тюменского государственного университета",,,"Тюменская область, г. Тюмень",,,За помощь в проведении Юридической недели в ТюмГУ и Международного научно-практического форума «Юридическая наука и образование в эпоху искусственного интеллекта» (16–18.10.2025),,,,Зенин Сергей Сергеевич,0,,,Международный,волонтёр,Да
1123,0,0,0,,0,спортивная,диплом,,,2025-04-11T19:00:00.000Z,,Главный судья,,1.0,г. Пермь ,,,Всероссийские соревнования по чир спорту «Сияние Пармы»,,,,Саутина Ю.Л,0,https://mgnovenie.ru/site/tour_result?id=64811,,Всероссийский,,Да
1124,0,0,0,,0,общественная,благодарность,,,2025-09-25T19:00:00.000Z,,Директор Центра развития карьеры и взаимодействия с выпускниками,,,Тюменский Государственный университет,,,"Мероприятие с кадровыми партнёрами ""Карьерный митап 2025""",,,,А.С. Ларионов,0,https://vk.com/album-76818018_308791316,,Университетский,волонтёр,Да
1125,0,0,0,,0,культурно-творческая,диплом,,,2025-03-01T19:00:00.000Z,,"Президент ""МФРаТа""; Директор ООО ""Развитие""",,1.0,Город Москва,,,"Международный конкурс хореографического искусства ""Звёзды над Москвой""",,,,Макарова Е.С; Макаров С.С,0,-,,Международный,,Да
1126,0,0,0,,0,спортивная,диплом,,,2025-01-31T19:00:00.000Z,,Директор департамента по спорту и молодежной политики города Тюмени,,1.0,г. Тюмень ,,,Чемпионат и Первество Тюмени по чир-спорту,,,,Субботина С.В.,0,https://mgnovenie.ru/site/tour_result?id=58510,,Муниципальный,,Да
1127,0,0,0,,0,общественная,благодарность,,,2025-11-14T19:00:00.000Z,,Генеральный директор ООО «Центр развития бизнеса „Деловая сфера“»; Руководитель акселератора волонтёрских инициатив,,,"Тюменская область, г. Тюмень",,,За плодотворную работу в рамках «Акселератора волонтерских инициатив» и разработку проекта «Подкаст „Спасти нельзя опоздать“»,,,,Денисенко Анна; Литвинов Никита ,0,https://vk.ru/podcast_spasti,,Международный,организатор,Да
1128,0,0,0,,0,спортивная,диплом,,,2025-03-28T19:00:00.000Z,,Директор,,1.0,г. Тюмень,,,Чемпионат и Первенство Тюменской области по чир-спорту,,,,Хромин Е.В.,0,https://mgnovenie.ru/site/tour_result?id=64980,,Региональный,,Да
1129,0,0,0,,0,спортивная,диплом,,,2025-05-02T19:00:00.000Z,,Президент Союза чир спорта России,,11.0,г. Москва,,,Всероссийские соревнования по чир-спорту,,,,Кокоулин Андрей ,0,https://mgnovenie.ru/site/tour_result?id=68963,,Всероссийский,,Да
1130,0,0,0,,0,учебная,диплом,,,2025-05-19T19:00:00.000Z,,"Заведующий кафедрой истории Института социально-гуманитарных наук ТюмГУ, председатель Совета отделения Российского исторического общества в Тюменской области",,1.0,"Тюменская область, г. Тюмень",,,II Студенческий интеллектуальный турнир по истории Великой Отечественной войны,,,,Шилов С. П.,0,,,Региональный,,Нет
1131,0,0,0,,0,культурно-творческая,награда,,,2025-06-06T19:00:00.000Z,,"Руководитель молодёжных проектов, начальник управления молодёжной политики",,,Город Тюмень ,,,"Фестиваль творческих объединений ""UTMN Star 2025""",,,,Д.Ю. Степанчук,0,,,Университетский,,Да
1132,0,0,0,,0,культурно-творческая,награда,,,2025-06-06T19:00:00.000Z,,Руководитель центра молодёжных инициатив ТюмГУ,,,Город Тюмень ,,,"Вклад в развитие творчества в театре танца ""Модерн"" ТюмГУ",,,,А.О. Конищева,0,,,Университетский,,Да
1133,0,0,0,,0,учебная,диплом,,,2025-11-05T19:00:00.000Z,,Руководитель проекта,,1.0,"Тюменская область, г. Тюмень",,,Чемпионат Тюменской области по решению кейсов «Tyumen Case School»,,,,Корсун И. В.,0,https://vk.com/wall-79225933_11946,,Региональный,,Нет
1134,0,0,0,,0,культурно-творческая,награда,,,2025-11-30T19:00:00.000Z,,"Директор ШКН, проректор",,,Город Тюмень ,,,Всероссийский день математики на базе ТюмГУ,,,,Вдовин Е.П.,0,,,Университетский,,Да
1135,0,0,0,,0,культурно-творческая,диплом,,,2025-12-12T19:00:00.000Z,,"Артист балета, заслуженный работник культуры; Президент Международной Академии хореографии, председатель Оргкомитета",,1.0,Город Москва,,,"21 Грантовый хореографический конкурс ""Танцемания""",,,,Сергей Мельников; Елена Яковлева,0,,,Международный,,Да
1137,0,0,0,,0,культурно-творческая,диплом,,,2025-12-05T19:00:00.000Z,,"Общество с ограниченной ответственностью, Российская Федерация Тюменской области г.Тюмень",,3.0,Город Тюмень ,,,"Региональный фестиваль уличных танцев ""Скилл 2025""",,,,"Продюсерский центр ""Арт-идея""",0,,,Региональный,,Да
1140,0,0,0,"Бажина Ирина Владимировна, Воробьева Анна Евгеньевна",0,научно-исследовательская,научная статья,50.0,,,2025-02-12T19:00:00.000Z,,"Бажина, И. В. Социальная жизнь Абатского района в годы Великой Отечественной войны 1941–1945 гг. / И. В. Бажина, А. Е. Воробьева // Студенты вузов – школе и производству : электронный сборник студенческих научных статей. – Ишим, 2025. – С. 453–452.",,,ИПИ им. П.П. Ершова (филиал) ТюмГУ,,,Социальная жизнь Абатского района в годы Великой Отечественной войны 1941-1945 гг.,,,,1,,,<NULL>,,Да
1142,0,0,0,,0,культурно-творческая,награда,,,2025-10-23T19:00:00.000Z,,"Директор форума ""Утро""",,,Город Тюмень ,,,"Форум молодёжи Уральского федерального округа ""Утро""",,,,Халитова Ю.В.,0,,,Региональный,,Да
1143,0,0,0,,0,культурно-творческая,награда,,,2025-09-06T19:00:00.000Z,,Начальник управления молодёжной политики,,,Город Тюмень ,,,"Фестиваль студенческих объединений ""UTMN FEST""",,,,Д.Ю. Степанчук,0,,,Университетский,,Да
1147,0,0,0,"Бажина Ирина Владимировна, Карташова Мария Николаевна",1,научно-исследовательская,научная статья,40.0,,,2025-07-20T19:00:00.000Z,,"Карташова М.Н, Бажина И.В. Обзор прихода к власти Отто фон Бисмарка. Социально-Гуманитарные Знания. - 2025. - № 7 - С. 350-355",,,"ООО «Издательство «КноРус» издатель научного журнала ""Социально-гуманитарные знания""",,,Обзор прихода к власти Отто фон Бисмарка,,,,0,,,<NULL>,,Да
1148,0,0,0,,0,культурно-творческая,награда,,,2025-05-05T19:00:00.000Z,,Проректор по воспитательной работе,,,Город Тюмень  ,,,"Спектакль ""Фронтовичка"", приуроченный к 88-летию Победы в Великой Отечественной войне",,,,О.А. Загвязинская,0,,,Университетский,,Да
1149,0,0,0,"Щербакова Виктория Николаевна (RU), Мальцева Анастасия Евгеньевна (RU), Глухих Дмитрий Игоревич (RU), Глухих Игорь Николаевич (RU)",0,научно-исследовательская,патент,25.0,2025-11-10T19:00:00.000Z,,,,,,,,,,,2025690746,,,0,,,<NULL>,,Да
1152,0,0,0,"Бажина Ирина Владимировна, Карташова Мария Николаевна",1,научно-исследовательская,научная статья,50.0,,,2025-10-07T19:00:00.000Z,,"Карташова М.Н, Бажина И.В. Обзор политической деятельности С.Ю. Витте в русско-японских отношениях. Социально-Гуманитарные Знания. - 2025. - №10 - С. 389-394",,,"ООО «Издательство «КноРус» издатель научного журнала ""Социально-гуманитарные знания""",,,Обзор политической деятельности С.Ю. Витте в русско-японских отношениях,,,,0,,,<NULL>,,Да
1154,0,0,0,,0,общественная,благодарность,,,2025-09-27T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,Город Тюмень ,,,"Тюменский марафон ""Врата Сибири""",,,,Д.Ю. Степанчук,0,,,Муниципальный,фан-зона,Нет
1155,0,0,0,,0,общественная,благодарность,,,2025-03-05T19:00:00.000Z,,Руководитель центра молодёжных инициатив ТюмГУ,,,Город Тюмень ,,,"""Мужское | Женское"" Совет обучающихся ШЕН",,,,А.О. Конищева,0,,,Университетский,подготовка и проведение мероприятия,Нет
